content,category
Op die manier zou men meer uitgeven dan wanneer men voor nieuwe centrales zou kiezen.,CFS
"Vandaag kunnen we zeggen van de eerste minister dat hij dat eerste minister is op relatief jonge leeftijd, voor een kerncentrale wil dat eigenlijk zeggen dat ze stokoud is.",NFS
Wij weten dus nog altijd niet wat er met het energiepact zal gebeuren.,NFS
"Als bepaalde mensen menen op een of andere manier een woordvoerder te moeten aanduiden – want daar spreken we hier over, het is een woordvoerder die moest aangeduid worden – en dat op een vreedzame manier verloopt, dan zie ik niet in waarom wij geweld zouden gebruiken om dat te voorkomen.",NFS
"Dank u wel, mevrouw de minister, wij hebben een deel van de argumenten gehoord waarop u zich gebaseerd hebt voor uw antwoorden.",NFS
Dat is duidelijk uit alles wat door verschillende professoren en instanties daarover is bijeengeschreven.,NFS
"Meer nog, een aantal studies zegt ook dat investeringen hoe dan ook noodzakelijk zullen zijn in de toekomst.",CFS
"We kiezen voor een duurzame, leefbare toekomst en wij moeten er alles aan doen om die visie daadwerkelijk te realiseren.",NFS
Ik moest toen zelf nog geboren worden.,UFS
"Wij vragen degelijk onderbouwd werk en ik heb begrepen dat de regering onze vraag steunt, dus ik denk dat wij op het juiste spoor zitten.",NFS
"Mijnheer de voorzitter, mevrouw Pehlivan, ik het meermaals mijn bezorgdheid over deze situatie geuit, net als u en vele partners in en buiten Europa.",NFS
Ik volg dit dossier al een tijdje op.,NFS
"Ik pik er één uit, die voor onze fractie echt belangrijk is.",NFS
Voor mijn fractie is dat allemaal angstaanjagend.,NFS
Het efficiënter inzetten van middelen in de sociale zekerheid is een van onze stokpaardjes en het is ook het stokpaardje geworden van deze regering.,NFS
Ik vraag aan de bevoegde federale ministers om daaraan absoluut aandacht te besteden en op dat vlak samen te werken met de deelstaten.,NFS
Daar willen we hoe dan ook vanaf.,NFS
"Mijnheer de voorzitter, het is enigszins ingewikkeld.",NFS
"De verschillende componenten van de energiekosten zoals de netwerkosten, de kosten van de energieproductie zelf, taksen, heffingen, en dergelijke meer,  mochten niet hoger liggen dan in de ons omringende landen.",UFS
"Iedereen is al jaren bezig over de hoge kostprijs van het verhaal van de zonnepanelen, maar dat dossier ging over 600 miljoen euro per jaar, geen 700 miljoen, ten minste als EnergyVille gelijk heeft en de heer Belmans niet te erg verkeerd heeft gerekend.",CFS
"Collega's, dergelijke onmenselijke situaties zijn onduldbaar en wij moeten daartegen reageren.",NFS
Dat moet u mij eens uitleggen.,NFS
Er is ook preventie nodig.,NFS
"Wat dat betreft, gaan wij zeker de goede kant op.",NFS
"Mevrouw de minister, in ons enthousiasme botsen wij daar soms wel eens als meerderheid, maar uiteindelijk hebben wij hetzelfde doel voor ogen, namelijk dat er snel werk wordt gemaakt van een betere inzet van onze middelen voor onze patiënten en onze zorgverleners.",NFS
"Zij zijn de voorbije maanden, weliswaar veel te traag, rond de tafel gaan zitten en hebben iets afgeleverd.",NFS
Daar moet ook iets aan worden gedaan.,NFS
"Dat is echt het stokpaardje van de N-VA geworden, een zelfde of hogere kwaliteit van zorg voor hetzelfde of een lager budget zodat zowel de patiënt als de maatschappij bespaart.",NFS
"U moet ons dus niet achter de ene of de andere kar spannen, want dat klopt niet.",NFS
Wij weten allemaal dat één partij uit uw coalitie hiermee niet akkoord gaat.,NFS
"Geen van de ondernemingen die daarop had ingeschreven, had op dat moment productie in dit land.",CFS
"Mijnheer de eerste minister, u hebt nu gefaald.",NFS
Recent kwam daar ook nog in het kader van de IF-IC-akkoorden een premie van ruim 200 euro bij voor onze zorgverleners in de federale zorgsector.,CFS
U hebt uw energiepact klaar.,NFS
Ik heb daarover overigens ook een reportage gezien in het nieuws van de RTBF.,NFS
Men moet inzetten op de wijkwerking.,NFS
"Het spreekt echter voor zich dat wanneer men die uitgave doet, er onmiddellijk een secundaire markt zal zijn waartoe de burger wel degelijk toegang zal hebben.",NFS
"78, een herijking van de nomenclatuur en het meer op de eerste lijn inzetten.",US
Eigenlijk had u beter een regering gestart met u alleen.,NFS
Op dit ogenblijk zijn er meer dan 650 000 Rohingya gevlucht naar naar vluchtelingenkampen in Bangladesh.,CFS
"Mevrouw de minister, sp.a wil dit volop steunen.",NFS
Voor die verkiezingen is een 450-tal illegalen opgekomen om te stemmen voor hun kandidaten.,CFS
"Zo heeft Elia het over ongeveer een half miljard euro verschil en gaat het bij EnergyVille over 0,7 miljard euro verschil.",CFS
Dan lijkt het mij evident dat de logopedisten daar niet mee aan tafel zitten.,NFS
"De RTBF heeft in alle openheid die verkiezingen gefilmd, er verslag over uitgebracht en interviews met de betrokkenen afgenomen.",UFS
"Mijnheer de vicepremier, het lijkt wel het Napels aan de Schelde.",NFS
"Wij hebben met deze regering de factuur al met 5 miljard euro kunnen verlagen, wat heel goed werk is.",CFS
De focus ligt op efficiëntie.,NFS
"Ik denk bijvoorbeeld ook aan de honoraria in de thuisverpleging, die op verschillende vlakken echt laag liggen.",NFS
4 % is echter blijkbaar soms goed genoeg.,NFS
Het moet ook kostenefficiënt zijn.,NFS
Daarom stel ik deze vraag ook aan u.,NFS
De realiteit is evenwel dat de laagste pensioenen en uitkeringen met honderden euro's netto per jaar werden opgetrokken.,CFS
"Als die bedrijven op dat moment immers zeggen dat zij een drempel overschrijden – omdat wij nu al een stuk hoger zitten dan Frankrijk, Nederland en Duitsland – dan hebben wij een probleem op het vlak van de investeringen en dat zouden wij absoluut niet willen en u ook niet, denk ik.",NFS
Ik heb hier van een aantal partijen uit de oppositie gehoord dat daarover blijkbaar geen vragen mogen worden gesteld.,NFS
De energienorm heeft als doel de competitiviteit van de ondernemingen en de koopkracht van de gezinnen te beschermen.,NFS
"Mijnheer Dewinter, dat kan omdat wij in een rechtsstaat leven.",NFS
"Mijnheer de eerste minister, toon dat u een premier bent van deze tijd.",NFS
"Ook voor de ziekenhuisnetwerken worden alweer belangrijke stappen gezet om de expertise te bundelen en op die manier een betere kwaliteit van zorg aan patiënten aan te bieden, maar tegelijkertijd ook om de patiënten en de maatschappij kosten te besparen.",NFS
Het klopt wel dat wat de voorbije jaren erg scheef is gegroeid moeilijk in één legislatuur kan worden rechtgetrokken.,NFS
"De regering heeft zich overigens geëngageerd om een monitoring- en correctiemechanisme uit te werken dat ervoor zorgt dat de bevoorradingszekerheid, de betaalbaarheid, de duurzaamheid en de veiligheid gegarandeerd kunnen worden, ook op langere termijn.",NFS
De heer Diallo Mamadou is verkozen.,UFS
In 2050 moeten wij fossielvrij verwarmen.,NFS
Ook in eigen land stelt men vast dat er een ongelooflijk draagvlak is bij de bevolking en eigenlijk ook in de politieke wereld om eindelijk de doorbraak naar hernieuwbare energie te realiseren.,NFS
Elia heeft zich eergisteren tijdens de hoorzitting al uitgesproken over dat scenario.,UFS
"Neen, wij zullen de tekst zoals hij nu voorligt, niet goedkeuren.",NFS
De uitgifte van groene obligaties toont aan dat er in dit land met deze regering een strategische visie verzekerd is voor de toekomst.,NFS
Ondertussen is er heel veel veranderd in de wereld.,NFS
Offshore moet zo snel mogelijk verder worden ontwikkeld.,NFS
"Een hervorming van de ziekenhuisfinanciering kan bijvoorbeeld moeilijk worden losgekoppeld van een herijking van de nomenclatuur, een shift van de financiering naar de eerstelijn, het koninklijk besluit nr.",US
"Het zijn investeringen die onze economie klaarstomen voor de toekomst: investeringen in duurzame en betaalbare energievormen, in de uitbouw van een circulaire economie, in duurzame mobiliteit, in groene innovatie en noem maar op.",NFS
Er werd van uitgegaan dat een en ander zowat 60 euro per gezin zou kosten.,CFS
Ik vat de verschillende studies nu in één beweging samen.,NFS
Het is evident dat de wet op de kwaliteit van de uitoefening van de gezondheidszorg overal valabel zal zijn.,NFS
Ik heb een voorstel van resolutie opgesteld dat ik vandaag zal indienen.,NFS
"Nogmaals, wij willen dit energiepact en vooral uw kernuitstap volop steunen.",NFS
"Collega's, u herinnert zich de befaamde discussies over de zonnepanelen in Vlaanderen.",NFS
"Dat document vroeg alleen maar de steenkoolcentrales tegen 2030 te sluiten, tenzij zij uitgerust zijn met een carbon capture and storage.",CFS
"Dat is nog steeds dat de publieke middelen die in dit land aan Volksgezondheid worden besteed best wel hoog zijn, meer dan 8 % van het bbp.",CFS
"Zij hebben mij op het hart gedrukt om het niet alleen te hebben over de huidige wreedheden, maar om ook te wijzen op de situatie die al decennialang aansleept.",NFS
"Uw Waalse energieminister, van MR-signatuur, uw federale energieminister, van MR-signatuur, en de Vlaamse energieminister.",NFS
"Mevrouw Fonck, u zei ooit in een commissievergadering dat het antibioticagebruik in Vlaanderen veel hoger ligt dan in Wallonië.",CFS
"U trekt weer een dossier naar u toe, als eerste minister.",NFS
Ik zie dat u de ambitie hebt die cijfers te leveren en om met de stakeholders aan tafel te gaan zitten om te trachten hun bezorgdheden weg te nemen.,NFS
Gisteren zijn er in het Vlaams Parlement studies bovengehaald die voorspellen dat de uitstoot met 4 % zal dalen in een volledige systeemopslag.,CFS
In een rechtsstaat is een Grondwet van kracht.,UFS
Dat zijn u en ik; dat zijn de burgers en de bedrijven.,NFS
"Ik denk in dat verband ook aan ons zorgpersoneel, dat op verschillende vlakken echt naar opwaardering snakt.",NFS
"Ik denk dat wij de vragen van toen opnieuw kunnen stellen, maar naar aanleiding van de uiteenzettingen van gisteren heb ik de indruk dat u met mij heel graag een ander debat wil voeren.",NFS
Ik en veel collega's met mij zijn geschokt over de laatste berichten.,NFS
"Wij hopen dat u nog komt met een becijferd en gedetailleerd plan, want wij willen niet dat het voor de Vlamingen leidt tot nog een Tommeltol erbovenop.",NFS
Ik dacht dat wij in een KB hebben beloofd dat we naar 80 tot 95 % reductie van de CO2 gingen.,CFS
Paars-groen was een pionier op dat vlak.,NFS
Daarbij komt dat het scenario in de teksten van de vier ministers door geen enkele professor is doorgerekend.,CFS
Hetzelfde geldt voor de strategische reserve.,NFS
Dan zeggen wij als partij inderdaad neen tegen dat document.,NFS
"Dat project hebben we de voorbije maanden uitgewerkt, samen met het Agentschap voor de schuld.",UFS
Ik meen dat we ons in dit gremium vooral daarover moeten beraden.,NFS
Het werk moet voortgezet worden.,NFS
We hebben het er daarnet al over gehad.,NFS
Het energiepact is mijns inziens een stap waarop wij nog moeten wachten.,NFS
Nu moet dat akkoord ook correct worden geïmplementeerd.,NFS
Over die kosten staat in de teksten vrij weinig.,NFS
"Er zijn stappen ondernomen, maar ik meen dat men veel verder moet gaan.",NFS
"Niet alleen u wordt het zwijgen opgelegd, we zien vandaag dat geen enkele andere meerderheidspartij hier het woord durft te nemen.",NFS
Het debat vandaag toont immers aan dat het klimaat iedereen beroert.,NFS
Elk initiatief dat daarvoor genomen wordt krijgt onze volledige steun.,NFS
Wij zien nu dat dit pad door de regering eindelijk wordt bewandeld en dat dus middelen vrijkomen om in nieuwe zorgnoden te investeren.,NFS
Bij de volledige sluiting van de kerncentrales gaat het om 8 tot 9 gascentrales.,CFS
Men kan dat moeilijk beschouwen als onderbouwd.,NFS
"Beste collega's, progressieve collega's, maar niet de conservatieve N-VA en niet die nucleaire lobby, laten wij samen beslissen tot een kernuitstap.",NFS
"Inderdaad zal in eerste instantie de kleine belegger, de doorsnee burger, nog geen toegang hebben bij de directe uitgave.",NFS
Niet het minst voor de thuisverpleging is dat een enorme opsteker.,NFS
"Ik denk dan bijvoorbeeld aan het KCE, Itinera, de OECD en andere Europese studies.",NFS
Dat is toch ook wel heel belangrijk.,NFS
De gascentrales komen er immers niet vanzelf.,NFS
Dat wil zeggen zowel degenen die klassiek beleggen in overheidspapier als degenen die als institutionele belegger hun investeringen of hun beleggingsstrategie een meer groene tint willen geven.,NFS
Zij die vluchtten in hun huis werden er levend verbrand.,CFS
"Mijn vraag is dan ook wat uw aanpak zal zijn gezien de situatie waarin u zich nu bevindt – ik benijd u deze niet – gezien het feit dat er binnen de regering onenigheid is en ook gezien het feit dat één coalitiepartner uw energiepact eigenlijk al heeft afgeschoten, vooraleer u goed en wel bent begonnen.",NFS
Ik roep u dan ook graag op om dit te doen.,NFS
"Er is actie nodig van justitie en politie, ook voor het droogleggen van witwaspraktijken enzovoort.",NFS
Belangrijk in de discussie over de kosten van de gezondheidszorg is zeker de betaalbaarheid voor de burger zelf maar ook de kwaliteit die we daar collectief voor in de plaats krijgen.,NFS
Wij weten allemaal dat door politieke instabiliteit en de spelregels permanent wijzigen na elke verkiezing natuurlijk heel nefast is voor investeringen.,NFS
Dan kon men ook de diëtisten vragen of ik weet niet wie.,NFS
Hij spreekt over een prijsverhoging van meer dan 100 euro per gezin per jaar.,CFS
"Bovendien kunnen de kosten worden gedrukt, als men de jongste twee kerncentrales langer openhoudt.",CFS
Iedereen is het erover eens: er is nood aan bijkomende gascentrales.,NFS
"Plots twijfelt u daaraan, omdat de N-VA die kernuitstap nog niet wilt.",NFS
Ik ben heel blij dat u dit plan naar voren hebt gebracht en wij steunen dat dan ook volop.,NFS
Dat is niet eens zo'n gigantische uitdaging.,NFS
Ik dacht dat we een pak meer van plan waren.,NFS
Daarover moeten er inderdaad extra cijfers komen.,NFS
Dat zal uiteraard zeer snel gebeuren.,NFS
Dat is de keuze die wij maken.,NFS
"De douane heeft vorig jaar 29 ton coke onderschept, maar maar kon slechts 1 % van de containers controleren.",CFS
Ik zal mij hier dus beperken tot de essentie van ons betoog.,NFS
Een beslissing kan vervolgens genomen worden op het moment dat de kosten bekend zijn en dan kan de juiste beslissing genomen worden.,NFS
"Elia zelf heeft het over 2 tot 3 miljard euro, alleen al om de investeringen en de vaste kosten te dekken.",CFS
Men ziet dat havenarbeiders daarin meespelen.,NFS
Die wijzen uit dat we vrij hoge uitgaven hebben voor onze gezondheidszorg zonder dat we er eigenlijk - wat men dan zou verwachten – een excellente kwaliteit van zorg voor onze patiënten voor in de plaats krijgen.,NFS
Die factuur is dan plots voor rekening van de burger en van de bedrijven.,NFS
Ik ben dan ook blij dat de eerste minister vandaag de juiste stappen heeft gezet door te zeggen dat de documenten onderbouwd moeten worden.,NFS
"Sinds het begin van deze legislatuur is de prijs van geneesmiddelen mede daardoor netto al met 2,2 % gedaald, zoals blijkt uit cijfers van de FOD Economie, die net iets beter onderbouwd zijn dan de cijfers die hier werden genoemd door links en die weinig onderbouwd zijn.",CFS
Ook professor Ernst van de universiteit van Luik heeft een aantal bezorgdheden geuit.,UFS
Er kan echter niet worden ontkend dat er nog heel wat efficiëntiewinsten te boeken zijn op het vlak van onze staatsstructuur.,NFS
Ik hoop echt dat u vandaag uw minister nog zult overtuigen en dat het energiepact wordt goedgekeurd.,NFS
